,status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price,prev_sold_year
447752,for_sale,,,2.17,Sherman,Connecticut,6784.0,,2004-03-03,300000.0,2004.0
447753,for_sale,,,3.0,Roxbury,Connecticut,6783.0,,,299000.0,
447755,for_sale,,,1.85,Washington,Connecticut,6777.0,,,369950.0,
447757,for_sale,,,17.59,New Milford,Connecticut,6776.0,,,60000.0,
447771,for_sale,,,1.02,New Milford,Connecticut,6776.0,,2004-01-30,89000.0,2004.0
447772,for_sale,4.0,4.0,1.84,Sherman,Connecticut,6784.0,3300.0,,1225000.0,
447778,for_sale,2.0,3.0,,New Milford,Connecticut,6776.0,2500.0,,499900.0,
447782,for_sale,,,4.01,Roxbury,Connecticut,6783.0,,,149900.0,
447784,for_sale,10.0,8.0,2.71,Washington,Connecticut,6777.0,4983.0,,699000.0,
447788,for_sale,4.0,5.0,1.84,Sherman,Connecticut,6784.0,3752.0,2003-02-05,1395000.0,2003.0
447791,for_sale,,,1.48,New Milford,Connecticut,6776.0,,2001-03-26,249900.0,2001.0
447796,for_sale,,,0.58,Sherman,Connecticut,6784.0,,2019-10-11,695000.0,2019.0
447799,for_sale,,,3.11,Danbury,Connecticut,6810.0,,,29900.0,
447801,for_sale,,,2.1,New Milford,Connecticut,6776.0,,,6000.0,
447803,for_sale,4.0,3.0,4.59,Bethel,Connecticut,6801.0,4000.0,2008-10-07,850000.0,2008.0
447805,for_sale,,,1.63,New Milford,Connecticut,6776.0,,,64900.0,
447820,for_sale,,,9.45,Brookfield,Connecticut,6804.0,,1992-11-12,1250000.0,1992.0
447821,for_sale,,,0.86,New Milford,Connecticut,6776.0,,2006-06-27,79900.0,2006.0
447823,for_sale,,,1.86,Sherman,Connecticut,6784.0,,,110000.0,
447825,for_sale,,,0.96,Bethel,Connecticut,6801.0,,2010-08-12,90000.0,2010.0
447826,for_sale,,,3.55,Sherman,Connecticut,6784.0,,2004-07-09,225000.0,2004.0
447828,for_sale,,,1.0,Washington,Connecticut,6793.0,,1995-02-09,139000.0,1995.0
447830,for_sale,,,121.5,Washington,Connecticut,6794.0,,,3475000.0,
447831,for_sale,,,3.14,Southbury,Connecticut,6488.0,,,319900.0,
447833,for_sale,,,3.07,Roxbury,Connecticut,6783.0,,2020-06-18,145000.0,2020.0
447834,for_sale,,,3.39,Roxbury,Connecticut,6783.0,,,150000.0,
447835,for_sale,,,8.18,Washington,Connecticut,6777.0,,2006-04-27,895000.0,2006.0
447836,for_sale,,,1.98,Danbury,Connecticut,6811.0,,2018-03-19,189900.0,2018.0
447839,for_sale,,,21.0,Danbury,Connecticut,6811.0,,,1350000.0,
447860,for_sale,3.0,3.0,0.24,Danbury,Connecticut,6811.0,1421.0,1986-12-24,479000.0,1986.0
447865,for_sale,,,14.15,Brookfield,Connecticut,6804.0,,1990-04-03,800000.0,1990.0
447869,for_sale,,,0.78,New Fairfield,Connecticut,6812.0,,,125000.0,
447874,for_sale,3.0,3.0,,Bethel,Connecticut,6801.0,2316.0,,599995.0,
447875,for_sale,,,0.64,Bethel,Connecticut,6801.0,,,159900.0,
447881,for_sale,,,2.0,Washington,Connecticut,6777.0,,1997-08-19,1400000.0,1997.0
447882,for_sale,3.0,2.0,0.8,Goshen,Connecticut,6756.0,1653.0,,521000.0,
447885,for_sale,,,19.7,Goshen,Connecticut,6756.0,,,149000.0,
447890,for_sale,,,0.8,Goshen,Connecticut,6756.0,,,87000.0,
447901,for_sale,,,3.0,Goshen,Connecticut,6756.0,,,99999.0,
447905,for_sale,,,295.0,Goshen,Connecticut,6756.0,,,3750000.0,
447906,for_sale,,,0.85,Goshen,Connecticut,6756.0,,,125000.0,
447908,for_sale,,,0.82,Goshen,Connecticut,6756.0,,,195000.0,
447916,for_sale,,,0.45,New Fairfield,Connecticut,6812.0,,,39000.0,
447920,for_sale,,,0.58,New Fairfield,Connecticut,6812.0,,,50000.0,
447924,for_sale,,,6.99,Bethel,Connecticut,6801.0,,,200000.0,
447931,for_sale,,,2.69,Brookfield,Connecticut,6804.0,,2017-02-06,149900.0,2017.0
447933,for_sale,,,11.0,Brookfield,Connecticut,6804.0,,,349900.0,
447937,for_sale,,,45.31,Brookfield,Connecticut,6804.0,,,799000.0,
447940,for_sale,,,3.68,Woodbury,Connecticut,6798.0,,,279000.0,
447943,for_sale,3.0,3.0,,Bethel,Connecticut,6801.0,1886.0,,604977.0,
447954,for_sale,,,9.78,Litchfield,Connecticut,6759.0,,,125000.0,
447955,for_sale,,,4.64,Litchfield,Connecticut,6759.0,,,149000.0,
447956,for_sale,,,5.09,Litchfield,Connecticut,6759.0,,,169900.0,
447957,for_sale,,,1.55,Litchfield,Connecticut,6759.0,,,50000.0,
447963,for_sale,,,652.87,Litchfield,Connecticut,6759.0,,,7995000.0,
447965,for_sale,,,235.0,Litchfield,Connecticut,6759.0,,,3850000.0,
447966,for_sale,,,100.0,Litchfield,Connecticut,6759.0,,,1750000.0,
447967,for_sale,,,135.0,Litchfield,Connecticut,6759.0,,,2100000.0,
447973,for_sale,3.0,4.0,3.04,Roxbury,Connecticut,6783.0,2820.0,2004-07-06,665000.0,2004.0
447982,for_sale,2.0,2.0,,Bethel,Connecticut,6801.0,1312.0,1988-02-26,260000.0,1988.0
447984,for_sale,3.0,3.0,4.04,New Milford,Connecticut,6776.0,2202.0,,499900.0,
447997,for_sale,,,2.44,Danbury,Connecticut,6811.0,,,295000.0,
448006,for_sale,3.0,3.0,,Bethel,Connecticut,6801.0,2531.0,,499995.0,
448007,for_sale,3.0,3.0,,Bethel,Connecticut,6801.0,1883.0,,741213.0,
448008,for_sale,3.0,3.0,,Bethel,Connecticut,6801.0,2400.0,,527483.0,
448009,for_sale,3.0,3.0,,Bethel,Connecticut,6801.0,2500.0,,541995.0,
448011,for_sale,3.0,2.0,0.47,Danbury,Connecticut,6811.0,1008.0,,265000.0,
448018,for_sale,2.0,3.0,,Danbury,Connecticut,6810.0,1780.0,,325000.0,
448024,for_sale,,,0.9,Bethel,Connecticut,6801.0,,,143000.0,
448025,for_sale,,,0.5,New Fairfield,Connecticut,6812.0,,,80000.0,
448029,for_sale,,,0.6,Bethel,Connecticut,6801.0,,,140000.0,
448034,for_sale,4.0,3.0,8.33,Bethel,Connecticut,6801.0,4000.0,,900000.0,
448036,for_sale,,,12.0,Washington,Connecticut,6794.0,,,290000.0,
448037,for_sale,,,0.26,Danbury,Connecticut,6811.0,,,99100.0,
448038,for_sale,4.0,4.0,1.84,Sherman,Connecticut,6784.0,3350.0,2003-08-05,1184999.0,2003.0
448039,for_sale,5.0,5.0,1.25,Ridgefield,Connecticut,6877.0,4654.0,2008-06-16,1199000.0,2008.0
448040,for_sale,5.0,4.0,1.93,Sherman,Connecticut,6784.0,3650.0,,1199000.0,
448045,for_sale,3.0,3.0,,Danbury,Connecticut,6810.0,2103.0,,745185.0,
448050,for_sale,4.0,3.0,0.46,Danbury,Connecticut,6811.0,2800.0,,629000.0,
448051,for_sale,3.0,3.0,,Bethel,Connecticut,6801.0,2531.0,,698995.0,
448052,for_sale,3.0,1.0,0.49,New Milford,Connecticut,6776.0,1144.0,,160000.0,
448059,for_sale,4.0,4.0,1.11,New Milford,Connecticut,6776.0,2520.0,1986-03-20,499900.0,1986.0
448061,for_sale,4.0,2.0,0.66,Sherman,Connecticut,6784.0,1150.0,2006-09-12,415000.0,2006.0
448063,for_sale,5.0,4.0,2.33,New Milford,Connecticut,6776.0,3680.0,2002-05-15,705000.0,2002.0
448078,for_sale,6.0,8.0,31.4,Redding,Connecticut,6896.0,6000.0,,1949000.0,
448079,for_sale,5.0,2.0,0.75,Bethel,Connecticut,6801.0,2432.0,2015-06-10,495000.0,2015.0
448081,for_sale,,,17.38,New Fairfield,Connecticut,6812.0,,,300000.0,
448085,for_sale,,,0.34,Danbury,Connecticut,6810.0,,1999-12-22,175000.0,1999.0
448088,for_sale,4.0,4.0,3.92,Brookfield,Connecticut,6804.0,3897.0,,1495000.0,
448091,for_sale,,,0.22,Brookfield,Connecticut,6804.0,,,374000.0,
448092,for_sale,3.0,3.0,,Danbury,Connecticut,6810.0,1673.0,,650995.0,
448093,for_sale,3.0,3.0,,Danbury,Connecticut,6810.0,1673.0,,631995.0,
448096,for_sale,3.0,2.0,0.51,Sherman,Connecticut,6784.0,1455.0,1992-11-25,299900.0,1992.0
448099,for_sale,2.0,2.0,1.94,Sherman,Connecticut,6784.0,1341.0,1992-04-15,375000.0,1992.0
448103,for_sale,2.0,1.0,0.19,Danbury,Connecticut,6811.0,1560.0,1990-08-07,325000.0,1990.0
448107,for_sale,2.0,2.0,,Bethel,Connecticut,6801.0,1302.0,2002-04-15,249900.0,2002.0
448110,for_sale,4.0,2.0,3.9,Brookfield,Connecticut,6804.0,2718.0,,485000.0,
448113,for_sale,4.0,2.0,2.22,New Milford,Connecticut,6776.0,1731.0,2016-07-20,420000.0,2016.0
448116,for_sale,3.0,4.0,4.46,Brookfield,Connecticut,6804.0,3382.0,,599000.0,
448117,for_sale,5.0,3.0,1.0,New Fairfield,Connecticut,6812.0,2220.0,2013-03-07,505000.0,2013.0
448122,for_sale,,,4.71,New Fairfield,Connecticut,6812.0,,,269000.0,
448130,for_sale,3.0,3.0,,Bethel,Connecticut,6801.0,1860.0,,577298.0,
448131,for_sale,2.0,3.0,,New Milford,Connecticut,6776.0,2700.0,,700000.0,
448132,for_sale,3.0,3.0,,Danbury,Connecticut,6810.0,1673.0,,642495.0,
448133,for_sale,3.0,3.0,,Danbury,Connecticut,6810.0,1673.0,,610995.0,
448134,for_sale,3.0,4.0,,Danbury,Connecticut,6810.0,2103.0,,675441.0,
448135,for_sale,3.0,3.0,,Danbury,Connecticut,6810.0,1673.0,,604995.0,
448139,for_sale,2.0,1.0,0.55,New Fairfield,Connecticut,6812.0,496.0,,125000.0,
448141,for_sale,3.0,2.0,1.31,Sherman,Connecticut,6784.0,1865.0,2003-09-16,459900.0,2003.0
448142,for_sale,3.0,1.0,0.29,Bethel,Connecticut,6801.0,1014.0,,207000.0,
448146,for_sale,3.0,3.0,10.58,New Milford,Connecticut,6776.0,3312.0,1999-06-04,689900.0,1999.0
448165,for_sale,4.0,4.0,3.25,Roxbury,Connecticut,6783.0,3000.0,2001-01-14,1195000.0,2001.0
448168,for_sale,3.0,2.0,2.85,Washington,Connecticut,6777.0,1575.0,1993-07-01,1800000.0,1993.0
448171,for_sale,3.0,3.0,,Danbury,Connecticut,6810.0,2103.0,,721127.0,
448174,for_sale,2.0,3.0,,New Milford,Connecticut,6776.0,2500.0,,625000.0,
448177,for_sale,,,0.8,New Fairfield,Connecticut,6812.0,,,595000.0,
448180,for_sale,2.0,2.0,0.28,New Fairfield,Connecticut,6812.0,980.0,,245000.0,
448190,for_sale,2.0,1.0,0.4,New Fairfield,Connecticut,6812.0,1040.0,2021-05-03,329000.0,2021.0
448192,for_sale,,,2.13,Monroe,Connecticut,6468.0,,1988-03-16,125000.0,1988.0
448193,for_sale,,,1.94,Brookfield,Connecticut,6804.0,,2001-05-01,99000.0,2001.0
448196,for_sale,,,1.06,Danbury,Connecticut,6811.0,,1980-10-15,165000.0,1980.0
