,bed,bath,acre_lot,zip_code,house_size,prev_sold_date,price
787,3.0,2.0,6.94,18977.0,1152.0,2021-09-08,750000.0
800,3.0,2.0,0.19,19007.0,1152.0,2022-01-12,125000.0
802,2.0,2.0,0.07,19154.0,1360.0,2022-02-12,299900.0
808,5.0,3.0,0.4,18940.0,3881.0,2017-01-17,949000.0
829,3.0,3.0,0.05,19007.0,2450.0,2022-03-22,575000.0
830,3.0,3.0,0.09,19047.0,1266.0,2021-08-04,464900.0
831,2.0,3.0,4.49,18940.0,3162.0,2021-09-07,1795000.0
832,3.0,3.0,0.2,19021.0,1659.0,2021-01-22,460000.0
833,4.0,3.0,0.16,19055.0,1920.0,2018-03-29,415000.0
838,3.0,1.0,0.16,19055.0,1000.0,2019-06-21,299900.0
855,3.0,3.0,0.06,19053.0,2230.0,2017-04-26,500000.0
856,2.0,2.0,0.07,19116.0,1501.0,2016-04-14,350000.0
858,3.0,4.0,0.02,18938.0,3510.0,2016-06-07,1700000.0
864,3.0,2.0,10.48,19053.0,1152.0,2022-03-23,624900.0
867,3.0,3.0,0.16,18940.0,3384.0,2016-04-12,895000.0
868,4.0,1.0,0.18,19007.0,1133.0,2017-07-24,310000.0
873,3.0,2.0,0.05,19154.0,1288.0,2016-06-14,295000.0
875,4.0,3.0,0.14,19057.0,1500.0,2021-11-15,380000.0
876,2.0,2.0,0.02,19007.0,1152.0,2022-02-25,270000.0
879,4.0,3.0,0.36,19053.0,2650.0,2021-03-08,615000.0
880,4.0,4.0,3.2,18966.0,3440.0,2017-12-28,949900.0
883,4.0,2.0,0.22,19021.0,1890.0,2020-09-03,364900.0
887,3.0,4.0,0.02,19020.0,2142.0,2020-03-26,435000.0
890,1.0,1.0,0.02,19154.0,630.0,2018-05-22,165000.0
899,4.0,3.0,0.34,19067.0,1152.0,2017-09-22,499999.0
900,3.0,2.0,0.04,19114.0,1260.0,2018-04-11,285000.0
919,3.0,2.0,0.05,19007.0,1736.0,2017-08-16,239900.0
922,2.0,2.0,0.02,19154.0,1133.0,2016-01-20,175000.0
931,4.0,4.0,0.5,19067.0,3712.0,2016-05-20,799900.0
934,3.0,2.0,0.15,19020.0,1152.0,2019-08-07,149000.0
947,4.0,2.0,0.18,19047.0,1997.0,2017-09-27,385000.0
950,4.0,3.0,0.18,18938.0,2562.0,2019-04-03,730900.0
951,3.0,2.0,0.05,19154.0,1360.0,2018-01-11,284900.0
953,4.0,2.0,0.18,19054.0,1238.0,2017-09-11,409000.0
960,5.0,3.0,0.24,19053.0,3232.0,2018-12-13,421499.0
963,3.0,3.0,0.02,18940.0,2144.0,2021-01-29,489900.0
964,4.0,3.0,0.38,19056.0,2471.0,2019-03-21,465000.0
968,1.0,1.0,0.02,19067.0,260.0,2021-01-12,105000.0
969,2.0,2.0,0.03,18966.0,1635.0,2017-09-05,325000.0
977,3.0,4.0,0.02,18938.0,3510.0,2019-12-06,1450000.0
1003,1.0,1.0,0.02,18966.0,744.0,2018-05-22,208000.0
1009,4.0,2.0,0.05,19007.0,1768.0,2021-01-19,310000.0
1014,3.0,2.0,0.04,19154.0,1296.0,2020-07-30,290000.0
1015,4.0,1.0,0.17,19054.0,1369.0,2019-05-31,362000.0
1017,3.0,3.0,0.02,19020.0,1920.0,2019-08-15,499900.0
1027,3.0,2.0,0.04,19114.0,1260.0,2018-08-14,289900.0
1028,3.0,3.0,0.05,19154.0,1440.0,2017-12-19,349900.0
1034,2.0,3.0,0.02,19053.0,1866.0,2020-03-13,360000.0
1036,3.0,3.0,0.11,19047.0,1624.0,2018-05-04,390000.0
1044,3.0,1.0,0.2,19054.0,1228.0,2020-05-29,324900.0
1049,4.0,2.0,0.22,19057.0,1620.0,2017-02-07,410000.0
1057,4.0,2.0,0.08,19020.0,2200.0,2022-03-31,380000.0
1063,3.0,2.0,0.16,19055.0,1000.0,2019-08-20,289000.0
1066,4.0,1.0,0.14,19021.0,1008.0,2018-11-27,239000.0
1076,3.0,3.0,0.27,19020.0,2070.0,2019-08-12,499000.0
1080,3.0,2.0,0.22,19030.0,1584.0,2017-07-19,405000.0
1083,3.0,3.0,0.04,19154.0,1224.0,2019-11-06,300000.0
1092,3.0,2.0,0.15,19067.0,1762.0,2016-03-16,300000.0
1096,3.0,1.0,0.02,19030.0,960.0,2021-12-17,305000.0
1097,3.0,2.0,0.04,19007.0,1372.0,2021-05-14,310000.0
1113,3.0,3.0,0.06,19047.0,1628.0,2017-06-19,340000.0
1120,3.0,2.0,0.34,19067.0,1590.0,2018-12-06,499000.0
1124,3.0,3.0,0.06,19007.0,2000.0,2021-05-14,535000.0
1126,3.0,2.0,0.05,19114.0,1260.0,2018-11-07,280000.0
1131,5.0,2.0,0.39,19056.0,2125.0,2016-06-28,486500.0
1146,3.0,2.0,0.04,19154.0,1360.0,2017-07-21,280000.0
1156,2.0,1.0,0.04,18940.0,942.0,2020-01-31,339000.0
1161,3.0,2.0,0.22,19067.0,1320.0,2020-07-29,389000.0
1162,4.0,2.0,0.16,19055.0,1500.0,2021-12-29,429900.0
1171,3.0,3.0,0.06,19154.0,1440.0,2020-05-07,329900.0
1173,2.0,3.0,0.04,18940.0,1468.0,2017-10-12,347000.0
1175,4.0,2.0,0.07,19114.0,1806.0,2019-05-09,479900.0
1176,4.0,4.0,0.14,19007.0,2200.0,2018-09-17,395000.0
1179,3.0,2.0,0.32,19067.0,2127.0,2018-02-14,399900.0
1186,3.0,3.0,0.08,19020.0,2000.0,2016-04-19,535000.0
1187,3.0,3.0,0.07,19154.0,1940.0,2021-12-23,359900.0
1189,4.0,2.0,0.18,19056.0,1570.0,2022-01-18,379900.0
1190,3.0,2.0,0.3,19007.0,1160.0,2019-11-13,289000.0
1193,2.0,2.0,0.02,19114.0,1651.0,2016-12-28,285000.0
1196,4.0,3.0,0.2,19067.0,1711.0,2016-09-29,400000.0
1201,3.0,3.0,0.08,19047.0,1804.0,2016-02-25,289900.0
1203,2.0,2.0,0.18,19055.0,1084.0,2021-05-28,307000.0
1212,3.0,3.0,0.14,19053.0,1850.0,2017-02-21,399900.0
1214,3.0,3.0,0.32,18337.0,2378.0,2019-04-23,275000.0
1216,2.0,2.0,0.05,19116.0,2074.0,2021-05-05,384000.0
1225,3.0,2.0,0.33,18337.0,1312.0,2019-06-20,274000.0
1226,3.0,2.0,0.13,19067.0,2078.0,2017-08-04,209900.0
1229,4.0,1.0,0.14,19007.0,1341.0,2017-03-20,300000.0
1231,4.0,4.0,0.1,19067.0,3822.0,2018-05-02,879000.0
