,status,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price,prev_sold_year
588157,for_sale,,,0.57,Bushkill,Pennsylvania,12864.0,,,4000.0,
588160,for_sale,,,1.17,Middle Smithfield Township,Pennsylvania,18302.0,,,49900.0,
588161,for_sale,,,1.45,Dingmans Ferry,Pennsylvania,18337.0,,,12500.0,
588162,for_sale,,,1.74,East Stroudsburg,Pennsylvania,18302.0,,,26900.0,
588163,for_sale,,,0.53,Lehman,Pennsylvania,18324.0,,,14000.0,
588165,for_sale,,,0.35,Shohola,Pennsylvania,18458.0,,,9000.0,
588166,for_sale,,,1.26,Milford,Pennsylvania,18337.0,,,27999.0,
588167,for_sale,,,0.38,Bushkill,Pennsylvania,18324.0,,,9000.0,
588169,for_sale,,,0.96,Dingmans Ferry,Pennsylvania,18328.0,,,39000.0,
588170,for_sale,,,0.24,East Stroudsburg,Pennsylvania,18302.0,,,40000.0,
588171,for_sale,,,0.5,Bushkill,Pennsylvania,18324.0,,,14500.0,
588172,for_sale,,,0.87,Bushkill,Pennsylvania,18324.0,,,23900.0,
588174,for_sale,,,0.69,Dingmans Ferry,Pennsylvania,18328.0,,,25000.0,
588176,for_sale,,,1.1,Milford,Pennsylvania,18337.0,,,25000.0,
588178,for_sale,,,0.53,Tamiment,Pennsylvania,18371.0,,,29000.0,
588181,for_sale,2.0,1.0,0.39,Dingmans Ferry,Pennsylvania,18328.0,1677.0,,119900.0,
588182,for_sale,3.0,3.0,2.23,Shohola,Pennsylvania,18458.0,4411.0,1994-03-16,439900.0,1994.0
588184,for_sale,3.0,2.0,0.3,Dingmans Ferry,Pennsylvania,18328.0,1656.0,1989-10-18,194900.0,1989.0
588185,for_sale,2.0,3.0,0.06,Matamoras,Pennsylvania,18336.0,2200.0,,357900.0,
588186,for_sale,4.0,2.0,2.05,Dingmans Ferry,Pennsylvania,18328.0,1840.0,,595000.0,
588187,for_sale,3.0,3.0,0.06,Matamoras,Pennsylvania,18336.0,2156.0,,357900.0,
