,bed,bath,acre_lot,zip_code,house_size,prev_sold_date,price
5015,1.0,1.0,0.01,2135.0,625.0,2018-07-20,419000.0
5021,2.0,2.0,0.23,2129.0,1847.0,2018-11-30,1699000.0
5027,2.0,3.0,0.23,2118.0,1384.0,2018-05-24,1625000.0
5034,2.0,1.0,0.23,2118.0,771.0,2021-11-05,749000.0
5055,3.0,2.0,0.23,2119.0,1540.0,2020-05-20,729000.0
5059,2.0,2.0,0.0,1876.0,1469.0,2018-08-31,379900.0
5072,3.0,1.0,0.23,2114.0,626.0,2019-08-01,415000.0
5075,1.0,1.0,0.23,2116.0,893.0,2018-12-27,893000.0
5086,2.0,1.0,0.23,2143.0,1084.0,2018-06-22,849000.0
5090,2.0,1.0,0.01,2132.0,615.0,2019-03-08,379000.0
5134,2.0,1.0,0.23,2130.0,813.0,2018-10-16,580000.0
5135,2.0,2.0,0.02,2132.0,968.0,2021-03-25,585000.0
5153,2.0,1.0,0.23,2131.0,1000.0,2019-12-06,525000.0
5176,2.0,1.0,0.23,2130.0,1051.0,2019-10-30,539000.0
5177,2.0,1.0,0.23,1845.0,850.0,2019-07-12,279900.0
5181,2.0,3.0,0.04,2118.0,1898.0,2019-05-23,2050000.0
5203,2.0,1.0,0.02,2130.0,968.0,2018-04-30,700000.0
5216,3.0,4.0,0.23,2118.0,2458.0,2019-03-13,2999000.0
5229,2.0,1.0,0.03,2118.0,1128.0,2018-04-30,915000.0
5233,3.0,2.0,0.03,2131.0,1426.0,2018-08-14,560500.0
5239,3.0,3.0,0.23,2116.0,1791.0,2019-12-20,1975000.0
5289,1.0,1.0,0.23,1845.0,680.0,2021-06-24,230000.0
5315,1.0,1.0,0.01,2116.0,600.0,2018-08-09,865000.0
5342,2.0,1.0,0.23,2118.0,778.0,2018-05-25,1119000.0
5343,1.0,1.0,0.23,2118.0,664.0,2018-07-20,880000.0
5359,2.0,2.0,0.23,2151.0,1212.0,2021-11-18,459000.0
5371,2.0,4.0,0.23,1830.0,2083.0,2018-11-30,399900.0
5403,2.0,2.0,0.23,1844.0,1145.0,2020-04-28,312000.0
5411,2.0,3.0,0.23,2081.0,1594.0,2018-09-13,475000.0
